0.30662901570738
0	1.965641714212E8	656.9398	262.5934	691.3783
1	7.64505908049E7	681.6434	287.5844	728.7427
2	1.066839503261E8	500.9874	246.8664	562.2961
3	5.73728900232E7	977.3678	374.2375	1016.2446
4	1.770536230421E8	810.3486	364.7841	883.5584
5	1.486592561783E8	1190.7141	481.6131	1257.3889
6	1.633042670747E8	1242.9459	438.0274	1263.8897
7	6.34735676527E7	703.2779	300.3692	754.6219
8	1.044851300649E8	804.9319	314.5738	841.7336
9	1.240662587496E8	941.4504	319.0996	947.782
10	1.617114261E8	751.9475	369.9943	843.5653
11	1.634712638701E8	805.7065	280.6008	816.7724
12	9.94233143816E7	749.4712	343.2843	821.6207
13	9.18574563091E7	733.6917	313.42	787.302
14	1.202351709307E8	721.4297	307.8345	773.8829
15	1.261560485893E8	557.5251	213.885	580.0076
16	8.29280352662E7	717.5754	295.0358	761.3618
17	1.945833774925E8	1000.8941	348.8884	1014.8741
18	7.0742306318E7	909.6031	329.5499	931.694
19	9.54507000916E7	703.1347	309.699	761.5291
20	1.157976007381E8	1058.6795	359.7713	1066.5044
21	1.379847283613E8	1366.162	463.916	1375.9985
22	1.482228246281E8	960.5066	431.1903	1046.3886
23	1.746709313803E8	1007.4775	429.1714	1080.1871
24	1.973582111484E8	671.7149	234.4128	681.299
25	1.428229762933E8	751.2078	367.1209	840.8486
26	5.39375068605E7	718.3916	292.1303	759.7909
27	9.35194968046E7	599.7547	269.3264	653.4444
28	1.889117004019E8	1193.493	432.3876	1222.4666
29	1.869831735628E8	1322.3189	463.4856	1342.7102
30	1.460005354259E8	1203.5489	429.5826	1227.9184
31	9.88173392953E7	615.3782	305.6779	692.5234
32	6.35422699653E7	495.248	203.6548	525.4908
33	1.465770357659E8	651.4116	274.3969	696.0966
34	6.19076137123E7	886.1285	424.2547	985.2505
35	5.4019791071E7	895.4067	438.579	1002.9968
36	2.058263103453E8	1057.1981	416.1313	1107.7665
37	1.85843045833E8	882.1425	314.0164	899.3676
38	6.34078639984E7	574.9728	248.7615	619.3491
39	1.393754206176E8	970.1136	340.7872	985.6397
40	2.056548662494E8	1074.72	385.0642	1097.5821
41	1.065108494804E8	485.7197	234.9184	541.8332
42	1.403900469872E8	759.2561	276.9894	779.132
43	7.84859245321E7	1023.1505	377.6262	1053.2156
44	5.96135337438E7	922.5202	319.4109	933.7828
45	7.81194675951E7	826.5726	378.2934	905.9143
46	6.58453748617E7	843.1069	296.0646	856.5199
47	1.157006897843E8	784.4357	266.9315	790.5017
48	9.3083044473E7	634.6465	283.6895	690.4782
49	1.767821720809E8	612.5685	258.2576	654.7565
50	1.740654065479E8	1138.4062	382.908	1143.8453
51	7.99731805462E7	992.0553	363.6372	1019.3177
52	9.76764473046E7	894.8872	350.0242	936.0236
53	7.7151606485E7	568.1889	275.9175	634.6665
54	6.46589867849E7	548.605	244.571	596.3729
55	1.623519941236E8	813.6476	293.4178	832.38
56	1.433265900477E8	736.8656	338.2614	808.3662
57	1.733723648413E8	1046.5766	496.8297	1160.4559
58	1.52911421205E8	1198.1069	455.6217	1243.405
59	1.946249452077E8	909.3124	321.2196	925.212
