0.2746293072029618
0	1.166779561367E8	982.383	474.2045	1095.1786
1	1.262439185384E8	1065.351	478.499	1160.7895
2	6.6275537179E7	771.0068	264.8709	778.8554
3	1.759316712383E8	533.1569	207.0665	556.5589
4	1.269160917354E8	1029.2248	476.8333	1132.3745
5	1.200170097755E8	490.6348	241.8665	550.7529
6	1.004092578878E8	1407.0002	475.7943	1415.635
7	1.246865528941E8	752.1422	312.0255	800.1261
8	1.033415315462E8	615.3951	224.5615	631.5463
9	8.73653941961E7	808.3309	365.3364	882.4566
10	1.523280545315E8	512.9577	205.8535	540.4595
11	1.551469079293E8	1223.2833	430.4996	1243.4458
12	5.89940207423E7	701.4996	323.671	770.805
13	8.81984040656E7	557.6446	216.5165	582.076
14	1.514256870071E8	998.7671	466.0523	1101.368
15	1.492539791721E8	877.9153	313.4118	895.7347
16	2.069647652767E8	653.3629	272.7234	696.3055
17	1.399068230228E8	640.8643	240.6196	662.7698
18	1.33523414848E8	674.1295	226.7881	677.3817
19	1.885422606837E8	1166.6063	404.4899	1181.2753
20	6.9210771211E7	770.4937	272.0618	783.8763
21	2.042290375264E8	1101.3155	431.1776	1152.2505
22	1.50954248591E8	1269.8084	449.7738	1292.9189
23	1.955273455528E8	1137.7643	415.8525	1168.1329
24	1.369805886074E8	1216.2652	488.9199	1282.0941
25	1.166130143501E8	454.5316	202.3252	493.8773
26	5.77138206772E7	1089.6736	373.2348	1099.9311
27	2.097040488213E8	1077.107	480.8694	1171.4108
28	1.392851565424E8	848.5273	330.2342	886.2868
29	1.784053262186E8	758.7907	266.7263	771.0654
30	1.92716368064E8	1296.3258	440.6106	1305.9672
31	1.235995645592E8	647.1436	321.4299	728.2508
32	1.850504759196E8	702.1722	281.9963	739.9763
33	8.58496555778E7	1296.9243	476.0497	1333.0632
34	1.428117087438E8	1410.5946	493.1703	1431.4022
35	5.73248656416E7	815.5928	355.5159	880.5329
36	7.86241235999E7	1038.0409	452.5903	1120.7753
37	1.673235259843E8	911.1861	330.608	933.6798
38	1.1774729462E8	754.3511	298.9975	791.9914
39	1.697283897419E8	924.4206	406.628	1000.7884
40	1.199300297536E8	1088.3647	408.0551	1125.1277
41	1.620916737262E8	523.2049	211.3531	552.2992
42	1.720049164799E8	1107.4911	464.7298	1182.121
43	8.40447184141E7	599.2643	259.1262	645.4064
44	1.877723007652E8	629.0616	309.5685	705.7369
45	1.875377032538E8	1201.6839	430.8822	1227.4933
46	6.54080426736E7	1027.5994	372.2376	1052.509
47	1.001199681924E8	529.1568	232.9452	573.009
48	7.81264973048E7	694.1562	257.6927	715.6759
49	8.87667633504E7	1069.275	440.438	1135.1226
50	6.96086306074E7	547.389	200.101	562.0226
51	1.658457765355E8	538.3575	227.4138	575.7679
52	1.221975518149E8	838.6218	314.0316	866.6567
53	7.47952788828E7	770.1567	267.0941	779.8878
54	9.54917577374E7	693.5947	329.2967	769.0913
55	2.074419858479E8	535.3509	207.0485	558.195
56	9.63387441225E7	546.1018	208.9402	567.7008
57	2.087117496725E8	1460.2278	489.3987	1465.8846
58	1.025077349907E8	836.4278	293.9323	849.8948
59	1.330055315255E8	994.9845	372.2167	1027.9708
60	1.32489328667E8	554.9885	253.7881	608.1027
61	1.688693749133E8	1279.2218	490.7086	1330.7747
62	1.378724498241E8	688.7112	321.164	759.3047
63	7.35224241995E7	590.1857	274.4548	650.1056
64	8.27995969117E7	613.7588	258.0185	655.4717
65	2.077265403601E8	1038.8432	457.2733	1124.8996
66	5.65399603347E7	511.8862	209.6125	542.4802
67	2.002723391332E8	1303.5989	499.998	1356.0879
68	1.669730154643E8	510.0886	204.8577	537.5536
69	1.908167677825E8	529.5394	212.8407	558.1805
70	7.12449564203E7	1188.813	422.6408	1211.6194
71	1.049795018983E8	707.2356	255.7234	724.0293
72	9.78821886252E7	1373.3035	465.0161	1382.1952
73	1.562816726971E8	1130.5551	403.1349	1153.1504
74	1.581494377127E8	1138.5924	421.7827	1173.2144
75	9.18921718354E7	848.1558	349.2259	900.287
76	1.477418863415E8	613.533	225.089	630.5429
77	1.889110345124E8	1134.9663	462.0153	1200.738
78	1.650424863335E8	535.9253	236.4153	580.7072
79	1.137316280771E8	887.3218	359.1435	937.192
80	1.458647126669E8	753.4849	276.5991	774.4992
81	1.56221059966E8	727.8475	306.4555	777.6714
82	1.80862643264E8	1184.7654	458.4387	1235.4918
83	7.90993648897E7	1094.2069	443.1151	1155.8812
84	1.304810400451E8	939.3759	352.7397	971.5155
85	1.550045200139E8	460.1232	219.6932	511.1402
86	1.918597724745E8	1134.5821	465.283	1202.9061
87	1.850625608034E8	799.4931	328.9013	848.4168
88	5.60039736907E7	846.0866	312.8637	871.3912
89	2.077175426161E8	808.064	290.9764	826.3462
90	5.74187512805E7	879.1883	310.9842	894.8665
91	1.877609783646E8	1109.1657	479.2158	1194.2718
92	1.201409747686E8	655.3666	259.628	687.9659
93	6.42022546168E7	832.2041	386.2957	916.1653
94	1.969802165179E8	801.4159	383.3724	890.8183
95	7.12705400587E7	1126.6661	412.7116	1157.4268
96	1.490329383E8	637.8741	230.4395	652.8674
97	1.42266846864E8	608.1655	227.3204	628.1849
98	8.86135771641E7	671.2712	305.594	734.4851
99	8.5998729012E7	453.9429	202.334	493.4413
